,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,0.802001953125,0.6329345703125,0.8721923828125,0.7916259765625,0.59814453125,0.1947021484375,0.3753662109375,0.54931640625,0.474853515625,0.5975341796875,,0.6884765625,0.302734375,0.294189453125,0.1385498046875,0.225830078125
1,0.748291015625,0.4107666015625,0.2252197265625,0.8203125,0.364990234375,0.169677734375,0.362548828125,0.3082275390625,0.3631591796875,0.3851318359375,0.279541015625,0.2996826171875,0.3302001953125,0.33935546875,0.335693359375,0.224609375,0.185546875
2,0.8062744140625,0.712890625,0.238037109375,0.8514404296875,0.8349609375,0.72265625,0.7098388671875,0.6646728515625,0.789794921875,0.66162109375,0.8770751953125,0.6842041015625,0.384521484375,0.7598876953125,,0.8709716796875,0.4144287109375
3,0.5242919921875,0.48095703125,0.4144287109375,0.53466796875,,0.72265625,0.5999755859375,0.59326171875,0.7415771484375,0.8978271484375,0.2496337890625,0.699462890625,0.77392578125,0.7745361328125,0.999755859375,,0.762939453125
4,0.4345703125,0.6524658203125,0.616455078125,0.517578125,0.74462890625,0.4541015625,0.68603515625,0.7342529296875,0.626220703125,0.643310546875,0.400390625,0.6884765625,0.8538818359375,0.555419921875,0.8209228515625,,0.8624267578125
5,0.4180908203125,0.2001953125,0.343017578125,0.250244140625,0.1544189453125,0.177001953125,0.1611328125,0.1788330078125,0.26123046875,0.10986328125,0.233154296875,0.2520751953125,0.1544189453125,0.225830078125,0.1800537109375,0.3021240234375,0.1751708984375
6,0.4864501953125,0.404052734375,0.3326416015625,0.81298828125,0.592041015625,0.447998046875,0.498046875,0.731201171875,,0.4107666015625,0.4107666015625,0.3265380859375,0.499267578125,0.9637451171875,,0.703125,0.384521484375
7,0.8001708984375,0.3900146484375,0.391845703125,0.9381103515625,0.5657958984375,0.7781982421875,0.7757568359375,0.75927734375,0.5401611328125,0.34912109375,0.6280517578125,0.6182861328125,0.5499267578125,0.517578125,,0.74462890625,0.4022216796875
8,0.699462890625,0.5377197265625,0.445556640625,0.953369140625,0.816650390625,0.5322265625,0.677490234375,,0.823974609375,0.194091796875,0.4266357421875,0.6646728515625,0.3692626953125,0.6640625,,0.8294677734375,0.3497314453125
9,0.6988525390625,0.445556640625,0.2655029296875,0.877685546875,0.556640625,0.653076171875,0.5242919921875,0.6634521484375,0.894775390625,0.279541015625,0.721435546875,0.6329345703125,0.33935546875,0.8197021484375,,0.9942626953125,0.4022216796875
10,0.5865478515625,0.3851318359375,0.245361328125,0.7086181640625,0.567626953125,0.94970703125,0.8465576171875,0.853271484375,0.49072265625,0.2880859375,0.82763671875,0.6036376953125,0.25146484375,0.4168701171875,,0.860595703125,0.196533203125
11,0.6719970703125,0.341796875,0.4302978515625,0.8160400390625,0.7000732421875,0.677490234375,0.5718994140625,0.51025390625,0.91064453125,0.3741455078125,0.60546875,0.2581787109375,0.4400634765625,,,0.5621337890625,0.308837890625
12,0.7415771484375,0.2593994140625,0.1806640625,0.999755859375,0.80078125,0.4779052734375,0.711669921875,0.9356689453125,0.8624267578125,0.2337646484375,0.625,0.8880615234375,0.29052734375,0.5810546875,,0.95703125,0.201416015625
13,0.75927734375,0.308837890625,0.2130126953125,,0.8062744140625,0.596923828125,0.5572509765625,0.9637451171875,0.6719970703125,0.28564453125,0.3302001953125,0.474853515625,0.47607421875,0.6475830078125,,0.71044921875,0.37841796875
14,0.654296875,0.4779052734375,0.404052734375,0.8203125,0.54443359375,0.546875,0.8599853515625,0.472412109375,0.7623291015625,0.3338623046875,0.4119873046875,0.43701171875,0.548095703125,0.7135009765625,,0.5810546875,0.379638671875
15,0.66650390625,0.3668212890625,0.1190185546875,0.8221435546875,0.7318115234375,0.621337890625,0.6298828125,0.7958984375,0.513916015625,0.2099609375,0.6732177734375,0.565185546875,0.367431640625,0.706787109375,,0.7464599609375,0.3094482421875
16,0.4327392578125,0.616455078125,0.2532958984375,0.4461669921875,0.88134765625,0.662841796875,0.704345703125,0.4571533203125,0.4864501953125,0.8856201171875,0.189208984375,0.61767578125,0.316162109375,0.5975341796875,0.7427978515625,,0.728759765625
17,0.8056640625,0.36865234375,0.1483154296875,0.78857421875,0.9051513671875,0.701904296875,0.5377197265625,0.6927490234375,0.6414794921875,0.3057861328125,0.6298828125,0.41259765625,0.3411865234375,0.8319091796875,,0.6024169921875,0.457763671875
18,0.5682373046875,0.1995849609375,0.218505859375,0.87890625,,0.572509765625,0.57861328125,0.6988525390625,0.736083984375,0.4766845703125,0.3564453125,0.5889892578125,0.3070068359375,0.9130859375,,0.7598876953125,0.18798828125
